"cve.CVE_data_meta.ID",lastModifiedDate,yearandcve,v3BaseScore,v2BaseScore,v2ExploitScore,v3ExploitScore,linecount,cve,v3impact,v2impact,v3Severity,description,"cve.problemtype.problemtype_data{}.description{}.value",NodescriptionLength,Nolinecount,Nov2BaseScore,Nov2ExploitScore,Nov3BaseScore,Nov3ExploitScore,counted,descriptionLength
"CVE-2020-35712","2020-12-30T13:34Z","2020-35712","9.8","9.3","8.6","3.9",110,35712,HIGH,COMPLETE,CRITICAL,"Esri ArcGIS Server before 10.8 is vulnerable to SSRF in some configurations.","CWE-918",76,110,"9.3","8.6","9.8","3.9","217.6",76
"CVE-2018-19601","2019-02-25T19:18Z","2018-19601","9.1","6.5","8.0","2.3",93,19601,HIGH,PARTIAL,CRITICAL,"Rhymix CMS 1.9.8.1 allows SSRF via an index.php?module=admin&act=dispModuleAdminFileBox SVG upload.","CWE-918",99,93,"6.5","8.0","9.1","2.3","217.9",99
"CVE-2020-23878","2021-11-12T22:06Z","2020-23878","9.8","7.5","10.0","3.9",93,23878,HIGH,PARTIAL,CRITICAL,"pdf2json v0.71 was discovered to contain a stack buffer overflow in the component XRef::fetch.","CWE-787",94,93,"7.5","10.0","9.8","3.9","218.2",94
"CVE-2020-10118","2020-03-19T13:46Z","2020-10118","9.1","6.4","10.0","3.9",96,10118,HIGH,PARTIAL,CRITICAL,"cPanel before 84.0.20 allows a demo account to modify files via Branding API calls (SEC-543).","NVD-CWE-noinfo",93,96,"6.4","10.0","9.1","3.9","218.4",93
"CVE-2019-12618","2020-08-24T17:37Z","2019-12618","9.8","10.0","10.0","3.9",100,12618,HIGH,COMPLETE,CRITICAL,"HashiCorp Nomad 0.9.0 through 0.9.1 has Incorrect Access Control via the exec driver.","CWE-269",85,100,"10.0","10.0","9.8","3.9","218.7",85
"CVE-2021-43736","2022-03-29T00:58Z","2021-43736","9.8","7.5","10.0","3.9",88,43736,HIGH,PARTIAL,CRITICAL,"CmsWing CMS 1.3.7 is affected by a Remote Code Execution (RCE) vulnerability via parameter: log rule","CWE-88",100,88,"7.5","10.0","9.8","3.9","219.2",100
"CVE-2017-18586","2019-08-29T12:53Z","2017-18586","9.1","6.4","10.0","3.9",89,18586,HIGH,PARTIAL,CRITICAL,"The insert-pages plugin before 3.2.4 for WordPress has directory traversal via custom template paths.","CWE-22",101,89,"6.4","10.0","9.1","3.9","219.4",101
"CVE-2019-15609","2020-03-02T20:55Z","2019-15609","9.8","10.0","10.0","3.9",89,15609,HIGH,COMPLETE,CRITICAL,"The kill-port-process package version < 2.2.0 is vulnerable to a Command Injection vulnerability.","CWE-78",97,89,"10.0","10.0","9.8","3.9","219.7",97
"CVE-2020-23877","2021-11-12T22:08Z","2020-23877","9.8","7.5","10.0","3.9",93,23877,HIGH,PARTIAL,CRITICAL,"pdf2xml v2.0 was discovered to contain a stack buffer overflow in the component getObjectStream.","CWE-787",96,93,"7.5","10.0","9.8","3.9","220.2",96
"CVE-2017-17945","2019-07-03T13:28Z","2017-17945","9.1","6.4","10.0","3.9",94,17945,HIGH,PARTIAL,CRITICAL,"The ASUS HiVivo aspplication before 5.6.27 for ASUS Watch has Missing SSL Certificate Validation.","CWE-295",97,94,"6.4","10.0","9.1","3.9","220.4",97
"CVE-2020-17051","2020-11-23T13:57Z","2020-17051","9.8","10.0","10.0","3.9",124,17051,HIGH,COMPLETE,CRITICAL,"Windows Network File System Remote Code Execution Vulnerability","NVD-CWE-noinfo",63,124,"10.0","10.0","9.8","3.9","220.7",63
"CVE-2021-43679","2021-12-03T19:30Z","2021-43679","9.8","7.5","10.0","3.9",88,43679,HIGH,PARTIAL,CRITICAL,"ecshop v2.7.3 is affected by a SQL injection vulnerability in shopex\ecshop\upload\api\client\api.php.","CWE-89",102,88,"7.5","10.0","9.8","3.9","221.2",102
"CVE-2021-23797","2021-12-27T19:44Z","2021-23797","9.8","7.5","10.0","3.9",88,23797,HIGH,PARTIAL,CRITICAL,"All versions of package http-server-node are vulnerable to Directory Traversal via use of --path-as-is.","CWE-22",103,88,"7.5","10.0","9.8","3.9","222.2",103
"CVE-2020-11805","2020-09-30T16:50Z","2020-11805","9.8","9.3","8.6","3.9",100,11805,HIGH,COMPLETE,CRITICAL,"Pexip Reverse Proxy and TURN Server before 6.1.0 has Incorrect UDP Access Control via TURN.","CWE-20",91,100,"9.3","8.6","9.8","3.9","222.6",91
"CVE-2021-43439","2021-12-22T03:54Z","2021-43439","9.8","10.0","10.0","3.9",93,43439,HIGH,COMPLETE,CRITICAL,"RCE in Add Review Function in iResturant 1.0 Allows remote attacker to execute commands remotely","CWE-74",96,93,"10.0","10.0","9.8","3.9","222.7",96
"CVE-2021-34458","2021-07-22T17:06Z","2021-34458","9.9","9.0","8.0","3.1",100,34458,HIGH,COMPLETE,CRITICAL,"Windows Kernel Remote Code Execution Vulnerability This CVE ID is unique from CVE-2021-34508.","NVD-CWE-noinfo",93,100,"9.0","8.0","9.9","3.1","223.0",93
"CVE-2020-18155","2021-07-29T20:08Z","2020-18155","9.8","7.5","10.0","3.9",88,18155,HIGH,PARTIAL,CRITICAL,"SQL Injection vulnerability in Subrion CMS v4.2.1 in the search page if a website uses a PDO connection.","CWE-89",104,88,"7.5","10.0","9.8","3.9","223.2",104
"CVE-2020-29177","2021-12-04T02:52Z","2020-29177","9.1","6.4","10.0","3.9",88,29177,NONE,NONE,CRITICAL,"Z-BlogPHP v1.6.1.2100 was discovered to contain an arbitrary file deletion vulnerability via \app_del.php.","NVD-CWE-Other",106,88,"6.4","10.0","9.1","3.9","223.4",106
"CVE-2020-18164","2021-08-25T01:48Z","2020-18164","9.8","7.5","10.0","3.9",90,18164,HIGH,PARTIAL,CRITICAL,"SQL Injection vulnerability exists in tp-shop 2.x-3.x via the /index.php/home/api/shop fBill parameter.","CWE-89",103,90,"7.5","10.0","9.8","3.9","224.2",103
"CVE-2020-10117","2021-07-21T11:39Z","2020-10117","9.1","6.4","10.0","3.9",96,10117,HIGH,PARTIAL,CRITICAL,"cPanel before 84.0.20 mishandles enforcement of demo checks in the Market UAPI namespace (SEC-542).","NVD-CWE-noinfo",99,96,"6.4","10.0","9.1","3.9","224.4",99
"CVE-2019-20646","2020-08-24T17:37Z","2019-20646","9.8","5.0","10.0","3.9",101,20646,HIGH,PARTIAL,CRITICAL,"NETGEAR RAX40 devices before 1.0.3.64 are affected by disclosure of administrative credentials.","CWE-200",95,101,"5.0","10.0","9.8","3.9","224.7",95
"CVE-2021-42945","2021-12-15T22:22Z","2021-42945","9.8","7.5","10.0","3.9",93,42945,HIGH,PARTIAL,CRITICAL,"A SQL Injection vulnerability exists in ZZCMS 2021 via the askbigclassid parameter in /admin/ask.php.","CWE-89",101,93,"7.5","10.0","9.8","3.9","225.2",101
"CVE-2018-18395","2020-08-24T17:37Z","2018-18395","9.8","10.0","10.0","3.9",88,18395,HIGH,COMPLETE,CRITICAL,"Hidden Token Access in Moxa ThingsPro IIoT Gateway and Device Management Software Solutions version 2.1.","NVD-CWE-noinfo",104,88,"10.0","10.0","9.8","3.9","225.7",104
"CVE-2021-46377","2022-02-02T17:26Z","2021-46377","9.8","7.5","10.0","3.9",88,46377,HIGH,PARTIAL,CRITICAL,"There is a front-end sql injection vulnerability in cszcms 1.2.9 via cszcms/controllers/Member.php#viewUser","CWE-89",107,88,"7.5","10.0","9.8","3.9","226.2",107
"CVE-2018-18864","2018-12-31T19:43Z","2018-18864","9.6","9.3","8.6","2.8",94,18864,HIGH,COMPLETE,CRITICAL,"Loadbalancer.org Enterprise VA MAX before 8.3.3 has XSS because Apache HTTP Server logs are displayed.","CWE-79",102,94,"9.3","8.6","9.6","2.8","226.3",102
"CVE-2021-45524","2022-01-04T17:41Z","2021-45524","9.1","9.0","8.0","2.3",101,45524,HIGH,COMPLETE,CRITICAL,"NETGEAR R8000 devices before 1.0.4.62 are affected by a buffer overflow by an authenticated user.","CWE-120",97,101,"9.0","8.0","9.1","2.3","226.4",97
"CVE-2020-21238","2022-01-10T18:04Z","2020-21238","9.8","5.0","10.0","3.9",88,21238,HIGH,PARTIAL,CRITICAL,"An issue in the user login box of CSCMS v4.0 allows attackers to hijack user accounts via brute force attacks.","CWE-307",110,88,"5.0","10.0","9.8","3.9","226.7",110
"CVE-2021-44350","2021-12-20T13:43Z","2021-44350","9.8","7.5","10.0","3.9",90,44350,HIGH,PARTIAL,CRITICAL,"SQL Injection vulnerability exists in ThinkPHP5 5.0.x <=5.1.22 via the parseOrder function in Builder.php.","CWE-89",106,90,"7.5","10.0","9.8","3.9","227.2",106
"CVE-2020-35892","2021-01-06T20:46Z","2020-35892","9.1","6.4","10.0","3.9",89,35892,HIGH,PARTIAL,CRITICAL,"An issue was discovered in the simple-slab crate before 0.3.3 for Rust. index() allows an out-of-bounds read.","CWE-125",109,89,"6.4","10.0","9.1","3.9","227.4",109
"CVE-2020-21237","2022-01-10T18:09Z","2020-21237","9.8","5.0","10.0","3.9",88,21237,HIGH,PARTIAL,CRITICAL,"An issue in the user login box of LJCMS v1.11 allows attackers to hijack user accounts via brute force attacks.","CWE-307",111,88,"5.0","10.0","9.8","3.9","227.7",111
"CVE-2021-44868","2022-02-25T01:32Z","2021-44868","9.8","7.5","10.0","3.9",88,44868,HIGH,PARTIAL,CRITICAL,"A problem was found in ming-soft MCMS v5.1. There is a sql injection vulnerability in /ms/cms/content/list.do","CWE-89",109,88,"7.5","10.0","9.8","3.9","228.2",109
"CVE-2019-13188","2020-08-24T17:37Z","2019-13188","9.8","5.0","10.0","3.9",89,13188,HIGH,PARTIAL,CRITICAL,"In Knowage through 6.1.1, an unauthenticated user can bypass access controls and access the entire application.","CWE-287",111,89,"5.0","10.0","9.8","3.9","228.7",111
"CVE-2021-44597","2022-03-18T19:24Z","2021-44597","9.8","7.5","10.0","3.9",88,44597,HIGH,PARTIAL,CRITICAL,"An Access Control vunerabiity exists in Gerapy v 0.9.7 via the spider parameter in project_configure function.","CWE-863",110,88,"7.5","10.0","9.8","3.9","229.2",110
"CVE-2021-45015","2021-12-15T22:20Z","2021-45015","9.1","6.4","10.0","3.9",88,45015,NONE,NONE,CRITICAL,"taocms 3.0.2 is vulnerable to arbitrary file deletion via taocms\include\Model\file.php from line 60 to line 72.","CWE-862",112,88,"6.4","10.0","9.1","3.9","229.4",112
"CVE-2021-46089","2022-01-28T20:29Z","2021-46089","9.8","10.0","10.0","3.9",88,46089,HIGH,COMPLETE,CRITICAL,"In JeecgBoot 3.0, there is a SQL injection vulnerability that can operate the database with root privileges.","CWE-89",108,88,"10.0","10.0","9.8","3.9","229.7",108
"CVE-2021-41592","2021-10-20T14:42Z","2021-41592","9.4","7.5","10.0","3.9",109,41592,LOW,PARTIAL,CRITICAL,"Blockstream c-lightning through 0.10.1 allows loss of funds because of dust HTLC exposure.","CWE-863",90,109,"7.5","10.0","9.4","3.9","229.8",90
"CVE-2021-39302","2021-08-23T15:00Z","2021-39302","9.8","6.8","8.6","3.9",88,39302,HIGH,PARTIAL,CRITICAL,"MISP 2.4.148, in certain configurations, allows SQL injection via the app/Model/Log.php $conditions['org'] value.","CWE-89",113,88,"6.8","8.6","9.8","3.9","230.1",113
"CVE-2021-43140","2021-11-17T02:36Z","2021-43140","9.8","7.5","10.0","3.9",98,43140,HIGH,PARTIAL,CRITICAL,"SQL Injection vulnerability exists in Sourcecodester. Simple Subscription Website 1.0. via the login.","CWE-89",101,98,"7.5","10.0","9.8","3.9","230.2",101
"CVE-2020-28199","2021-03-05T18:11Z","2020-28199","9.1","6.4","10.0","3.9",94,28199,HIGH,PARTIAL,CRITICAL,"best it Amazon Pay Plugin before 9.4.2 for Shopware exposes Sensitive Information to an Unauthorized Actor.","CWE-200",107,94,"6.4","10.0","9.1","3.9","230.4",107
"CVE-2021-41736","2022-03-28T20:52Z","2021-41736","9.8","7.5","10.0","3.9",88,41736,HIGH,PARTIAL,CRITICAL,"Faust v2.35.0 was discovered to contain a heap-buffer overflow in the function realPropagate() at propagate.cpp.","CWE-787",112,88,"7.5","10.0","9.8","3.9","231.2",112
"CVE-2020-11895","2020-04-23T14:47Z","2020-11895","9.1","6.4","10.0","3.9",88,11895,HIGH,PARTIAL,CRITICAL,"Ming (aka libming) 0.4.8 has a heap-based buffer over-read (2 bytes) in the function decompileIF() in decompile.c.","CWE-125",114,88,"6.4","10.0","9.1","3.9","231.4",114
"CVE-2021-28476","2021-07-14T17:15Z","2021-28476","9.9","6.5","8.0","3.1",161,28476,HIGH,PARTIAL,CRITICAL,"Hyper-V Remote Code Execution Vulnerability","NVD-CWE-noinfo",43,161,"6.5","8.0","9.9","3.1","231.5",43
"CVE-2018-17411","2018-12-17T16:33Z","2018-17411","9.8","10.0","10.0","3.9",88,17411,HIGH,COMPLETE,CRITICAL,"An XML External Entity (XXE) vulnerability exists in iWay Data Quality Suite Web Console 10.6.1.ga-2016-11-20.","CWE-611",110,88,"10.0","10.0","9.8","3.9","231.7",110
"CVE-2021-26476","2021-03-04T16:31Z","2021-26476","9.8","7.5","10.0","3.9",93,26476,HIGH,PARTIAL,CRITICAL,"EPrints 3.4.2 allows remote attackers to execute OS commands via crafted LaTeX input to a cgi/cal?year= URI.","CWE-78",108,93,"7.5","10.0","9.8","3.9","232.2",108
"CVE-2020-20944","2022-01-06T20:13Z","2020-20944","9.1","6.4","10.0","3.9",93,20944,NONE,NONE,CRITICAL,"An issue in /admin/index.php?lfj=mysql&action=del of Qibosoft v7 allows attackers to arbitrarily delete files.","CWE-862",110,93,"6.4","10.0","9.1","3.9","232.4",110
"CVE-2020-17118","2021-03-03T21:42Z","2020-17118","9.8","10.0","10.0","3.9",100,17118,HIGH,COMPLETE,CRITICAL,"Microsoft SharePoint Remote Code Execution Vulnerability This CVE ID is unique from CVE-2020-17121.","NVD-CWE-noinfo",99,100,"10.0","10.0","9.8","3.9","232.7",99
"CVE-2021-27329","2021-02-26T18:38Z","2021-27329","10.0","10.0","10.0","3.9",88,27329,HIGH,COMPLETE,CRITICAL,"Friendica 2021.01 allows SSRF via parse_url?binurl= for DNS lookups or HTTP requests to arbitrary domain names.","CWE-918",111,88,"10.0","10.0","10.0","3.9","232.9",111
"CVE-2021-38172","2022-02-11T03:14Z","2021-38172","9.8","7.5","10.0","3.9",108,38172,HIGH,PARTIAL,CRITICAL,"perM 0.4.0 has a Buffer Overflow related to strncpy. (Debian initially fixed this in 0.4.0-7.)","CWE-120",94,108,"7.5","10.0","9.8","3.9","233.2",94
"CVE-2021-33501","2021-07-29T18:25Z","2021-33501","9.6","9.3","8.6","2.8",98,33501,HIGH,COMPLETE,CRITICAL,"Overwolf Client 0.169.0.22 allows XSS, with resultant Remote Code Execution, via an overwolfstore:// URL.","CWE-79",105,98,"9.3","8.6","9.6","2.8","233.3",105
"CVE-2021-23594","2022-01-13T19:06Z","2021-23594","10.0","7.5","10.0","3.9",93,23594,HIGH,PARTIAL,CRITICAL,"All versions of package realms-shim are vulnerable to Sandbox Bypass via a Prototype Pollution attack vector.","CWE-1321",109,93,"7.5","10.0","10.0","3.9","233.4",109
"CVE-2020-24115","2021-04-23T12:45Z","2020-24115","9.8","5.0","10.0","3.9",93,24115,HIGH,PARTIAL,CRITICAL,"In projectworlds Online Book Store 1.0 Use of Hard-coded Credentials in source code leads to admin panel access.","CWE-798",112,93,"5.0","10.0","9.8","3.9","233.7",112
"CVE-2021-29656","2022-03-02T18:44Z","2021-29656","9.8","7.5","10.0","3.9",89,29656,HIGH,PARTIAL,CRITICAL,"Pexip Infinity Connect before 1.8.0 mishandles TLS certificate validation. The allow list is not properly checked.","CWE-295",114,89,"7.5","10.0","9.8","3.9","234.2",114
"CVE-2020-20495","2021-09-08T20:17Z","2020-20495","9.1","5.8","8.6","3.9",88,20495,NONE,NONE,CRITICAL,"bludit v3.13.0 contains an arbitrary file deletion vulnerability in the backup plugin via the `deleteBackup' parameter.","NVD-CWE-noinfo",119,88,"5.8","8.6","9.1","3.9","234.4",119
"CVE-2019-10641","2019-04-19T18:01Z","2019-10641","9.8","5.0","10.0","3.9",100,10641,HIGH,NONE,CRITICAL,"Contao before 3.5.39 and 4.x before 4.7.3 has a Weak Password Recovery Mechanism for a Forgotten Password.","CWE-640",106,100,"5.0","10.0","9.8","3.9","234.7",106
"CVE-2021-26424","2021-08-20T13:45Z","2021-26424","9.8","6.8","8.6","3.9",156,26424,HIGH,PARTIAL,CRITICAL,"Windows TCP/IP Remote Code Execution Vulnerability","NVD-CWE-noinfo",50,156,"6.8","8.6","9.8","3.9","235.1",50
"CVE-2021-37128","2022-01-11T20:05Z","2021-37128","9.8","7.5","10.0","3.9",89,37128,HIGH,PARTIAL,CRITICAL,"HwPCAssistant has a Path Traversal vulnerability .Successful exploitation of this vulnerability may write any file.","CWE-22",115,89,"7.5","10.0","9.8","3.9","235.2",115
"CVE-2021-27741","2021-08-24T21:23Z","2021-27741","9.1","6.4","10.0","3.9",102,27741,HIGH,PARTIAL,CRITICAL,""" Security vulnerability in HCL Commerce Management Center allowing XML external entity (XXE) injection""","CWE-611",104,102,"6.4","10.0","9.1","3.9","235.4",104
"CVE-2020-25207","2020-11-21T02:36Z","2020-25207","9.8","10.0","10.0","3.9",94,25207,HIGH,COMPLETE,CRITICAL,"JetBrains ToolBox before version 1.18 is vulnerable to Remote Code Execution via a browser protocol handler.","NVD-CWE-noinfo",108,94,"10.0","10.0","9.8","3.9","235.7",108
"CVE-2020-18440","2021-11-03T17:20Z","2020-18440","9.8","7.5","10.0","3.9",88,18440,HIGH,PARTIAL,CRITICAL,"Buffer overflow vulnerability in framework/init.php in qinggan phpok 5.1, allows attackers to execute arbitrary code.","CWE-120",117,88,"7.5","10.0","9.8","3.9","236.2",117
"CVE-2021-30045","2021-04-12T14:10Z","2021-30045","9.1","6.4","10.0","3.9",98,30045,HIGH,PARTIAL,CRITICAL,"SerenityOS 2021-03-27 contains a buffer overflow vulnerability in the EndOfCentralDirectory::read() function.","CWE-120",109,98,"6.4","10.0","9.1","3.9","236.4",109
"CVE-2020-18078","2021-12-21T15:02Z","2020-18078","9.8","5.0","10.0","3.9",88,18078,HIGH,NONE,CRITICAL,"A vulnerability in /include/web_check.php of SEMCMS v3.8 allows attackers to reset the Administrator account's password.","NVD-CWE-noinfo",120,88,"5.0","10.0","9.8","3.9","236.7",120
"CVE-2021-29655","2022-03-02T18:45Z","2021-29655","9.8","7.5","10.0","3.9",89,29655,HIGH,PARTIAL,CRITICAL,"Pexip Infinity Connect before 1.8.0 omits certain provisioning authenticity checks. Thus, untrusted code may execute.","CWE-287",117,89,"7.5","10.0","9.8","3.9","237.2",117
"CVE-2021-30128","2021-09-20T12:15Z","2021-30128","9.8","10.0","10.0","3.9",139,30128,HIGH,COMPLETE,CRITICAL,"Apache OFBiz has unsafe deserialization prior to 17.12.07 version","CWE-502",65,139,"10.0","10.0","9.8","3.9","237.7",65
"CVE-2021-43650","2022-03-28T21:00Z","2021-43650","9.8","7.5","10.0","3.9",88,43650,HIGH,PARTIAL,CRITICAL,"WebRun 3.6.0.42 is vulnerable to SQL Injection via the P_0 parameter used to set the username during the login process.","CWE-89",119,88,"7.5","10.0","9.8","3.9","238.2",119
"CVE-2021-44144","2021-11-24T02:13Z","2021-44144","9.1","6.4","10.0","3.9",88,44144,HIGH,PARTIAL,CRITICAL,"Croatia Control Asterix 2.8.1 has a heap-based buffer over-read, with additional details to be disclosed at a later date.","CWE-125",121,88,"6.4","10.0","9.1","3.9","238.4",121
"CVE-2021-46308","2022-01-27T17:55Z","2021-46308","9.8","10.0","10.0","3.9",88,46308,HIGH,COMPLETE,CRITICAL,"An SQL Injection vulnerability exists in Sourcecodester Online Railway Reservation Sysytem 1.0 via the sid parameter.","CWE-89",117,88,"10.0","10.0","9.8","3.9","238.7",117
"CVE-2020-29128","2020-12-03T16:48Z","2020-29128","9.8","6.8","8.6","3.9",119,29128,HIGH,PARTIAL,CRITICAL,"petl before 1.68, in some configurations, allows resolution of entities in an XML document.","CWE-91",91,119,"6.8","8.6","9.8","3.9","239.1",91
"CVE-2021-46560","2022-02-01T20:56Z","2021-46560","9.8","7.5","10.0","3.9",101,46560,HIGH,PARTIAL,CRITICAL,"The firmware on Moxa TN-5900 devices through 3.1 allows command injection that could lead to device damage.","CWE-77",107,101,"7.5","10.0","9.8","3.9","239.2",107
"CVE-2021-21658","2021-06-01T14:32Z","2021-21658","9.1","6.4","10.0","3.9",94,21658,HIGH,PARTIAL,CRITICAL,"Jenkins Nuget Plugin 1.0 and earlier does not configure its XML parser to prevent XML external entity (XXE) attacks.","CWE-611",116,94,"6.4","10.0","9.1","3.9","239.4",116
"CVE-2021-40461","2021-10-19T16:11Z","2021-40461","9.0","5.2","5.1","2.3",124,40461,HIGH,PARTIAL,CRITICAL,"Windows Hyper-V Remote Code Execution Vulnerability This CVE ID is unique from CVE-2021-38672.","NVD-CWE-noinfo",94,124,"5.2","5.1","9.0","2.3","239.6",94
"CVE-2020-18758","2021-08-25T15:48Z","2020-18758","9.8","10.0","10.0","3.9",100,18758,HIGH,COMPLETE,CRITICAL,"An issue in Dut Computer Control Engineering Co.'s PLC MAC1100 allows attackers to execute arbitrary code.","CWE-77",106,100,"10.0","10.0","9.8","3.9","239.7",106
"CVE-2021-42139","2021-11-04T12:47Z","2021-42139","9.8","6.8","8.6","3.9",99,42139,HIGH,PARTIAL,CRITICAL,"Deno Standard Modules before 0.107.0 allows Code Injection via an untrusted YAML file in certain configurations.","CWE-94",112,99,"6.8","8.6","9.8","3.9","240.1",112
"CVE-2021-43700","2022-03-29T15:36Z","2021-43700","9.8","7.5","10.0","3.9",88,43700,HIGH,PARTIAL,CRITICAL,"An issue was discovered in ApiManager 1.1. there is sql injection vulnerability that can use in /index.php?act=api&tag=8.","CWE-89",121,88,"7.5","10.0","9.8","3.9","240.2",121
"CVE-2021-43117","2021-12-17T13:43Z","2021-43117","9.8","10.0","10.0","3.9",88,43117,HIGH,COMPLETE,CRITICAL,"fastadmin v1.2.1 is affected by a file upload vulnerability which allows arbitrary code execution through shell access.","CWE-434",119,88,"10.0","10.0","9.8","3.9","240.7",119
"CVE-2020-27745","2022-03-29T16:38Z","2020-27745","9.8","6.8","8.6","3.9",117,27745,HIGH,PARTIAL,CRITICAL,"Slurm before 19.05.8 and 20.x before 20.02.6 has an RPC Buffer Overflow in the PMIx MPI plugin.","CWE-120",95,117,"6.8","8.6","9.8","3.9","241.1",95
"CVE-2021-43157","2021-12-28T14:20Z","2021-43157","9.8","7.5","10.0","3.9",93,43157,HIGH,PARTIAL,CRITICAL,"Projectsworlds Online Shopping System PHP 1.0 is vulnerable to SQL injection via the id parameter in cart_remove.php.","CWE-89",117,93,"7.5","10.0","9.8","3.9","241.2",117
"CVE-2018-17903","2020-09-18T17:23Z","2018-17903","9.1","6.4","10.0","3.9",106,17903,NONE,NONE,CRITICAL,"SAGA1-L8B with any firmware versions prior to A0.10 are vulnerable to a replay attack and command forgery.","CWE-294",106,106,"6.4","10.0","9.1","3.9","241.4",106
"CVE-2019-16057","2019-09-16T19:58Z","2019-16057","9.8","10.0","10.0","3.9",106,16057,HIGH,COMPLETE,CRITICAL,"The login_mgr.cgi script in D-Link DNS-320 through 2.05.B10 is vulnerable to remote command injection.","CWE-78",102,106,"10.0","10.0","9.8","3.9","241.7",102
"CVE-2021-43628","2021-12-28T13:40Z","2021-43628","9.8","7.5","10.0","3.9",93,43628,HIGH,PARTIAL,CRITICAL,"Projectworlds Hospital Management System v1.0 is vulnerable to SQL injection via the email parameter in hms-staff.php.","CWE-89",118,93,"7.5","10.0","9.8","3.9","242.2",118
"CVE-2021-23921","2021-04-06T16:43Z","2021-23921","9.1","6.4","10.0","3.9",89,23921,HIGH,PARTIAL,CRITICAL,"An issue was discovered in Devolutions Server before 2020.3. There is broken access control on Password List entry elements.","NVD-CWE-Other",124,89,"6.4","10.0","9.1","3.9","242.4",124
"CVE-2021-27166","2021-02-12T01:01Z","2021-27166","9.8","5.0","10.0","3.9",101,27166,HIGH,PARTIAL,CRITICAL,"An issue was discovered on FiberHome HG6245D devices through RP2613. The password for the enable command is gpon.","CWE-798",113,101,"5.0","10.0","9.8","3.9","242.7",113
"CVE-2021-39384","2022-03-29T02:11Z","2021-39384","9.8","7.5","10.0","3.9",88,39384,HIGH,PARTIAL,CRITICAL,"DWSurvey v3.2.0 was discovered to contain an arbitrary file write vulnerability via the component /utils/ToHtmlServlet.java.","CWE-434",124,88,"7.5","10.0","9.8","3.9","243.2",124
